261, -484, 371
261, -484, 371
248, -481, 361
216, -512, 389
179, -503, 338
134, -514, 287
91, -495, 267
58, -489, 289
32, -481, 308
32, -481, 308
-19, -450, 270
-84, -412, 230
-179, -411, 256
-257, -388, 355
-290, -344, 533
-285, -325, 772
-332, -295, 905
-438, -246, 1060
-441, -249, 1312
-513, -263, 1553
-588, -291, 1811
-569, -313, 1997
-515, -326, 1997
-441, -350, 1982
-369, -346, 1902
-280, -329, 1769
-224, -297, 1520
-153, -302, 1206
-95, -287, 1082
-38, -274, 1011
8, -254, 878
8, -254, 878
39, -235, 746
67, -247, 686
101, -271, 594
116, -293, 502
139, -301, 399
139, -301, 399
169, -260, 369
211, -255, 477
220, -248, 518
227, -234, 528
269, -246, 453
295, -203, 476
310, -150, 661
324, -122, 862
324, -122, 862
361, -129, 1001
373, -111, 944
402, -97, 885
422, -89, 1011
408, -86, 1228
378, -46, 1320
326, 1, 1260
326, 1, 1260
310, 56, 1259
291, 112, 1337
253, 153, 1467
195, 202, 1475
131, 236, 1449
60, 272, 1362
60, 272, 1362
-10, 273, 1357
-70, 283, 1369
-119, 269, 1397
-,-,-
286, -348, 869
333, -370, 844
344, -413, 996
353, -421, 1216
442, -378, 1334
495, -396, 1368
513, -421, 1375
492, -411, 1275
475, -423, 1077
432, -436, 900
393, -441, 739
349, -434, 546
349, -434, 546
304, -426, 398
278, -460, 364
246, -451, 314
213, -440, 277
160, -432, 302
98, -437, 288
42, -439, 277
42, -439, 277
33, -428, 205
0, -403, 169
-37, -355, 264
-82, -330, 450
-118, -287, 722
-127, -231, 946
-127, -231, 946
-123, -228, 1227
-183, -258, 1387
-242, -277, 1460
-292, -290, 1590
-330, -329, 1717
-351, -366, 1872
-387, -391, 1745
-399, -383, 1568
-368, -358, 1471
-333, -352, 1361
-309, -338, 1349
-284, -312, 1304
-191, -260, 1137
-74, -246, 982
-35, -284, 929
8, -298, 833
48, -284, 698
84, -274, 637
127, -284, 599
127, -284, 599
187, -298, 512
233, -308, 412
265, -307, 381
264, -300, 405
271, -281, 349
309, -249, 347
370, -217, 413
393, -165, 506
393, -165, 506
378, -139, 689
391, -101, 903
460, -50, 1062
479, -46, 1151
421, 13, 1261
386, 58, 1466
342, 137, 1512
342, 137, 1512
295, 212, 1565
216, 237, 1633
115, 242, 1776
17, 243, 1679
-34, 263, 1699
-87, 233, 1679
-145, 200, 1544
-145, 200, 1544
-,-,-
55, -1079, 288
110, -1144, 286
124, -1143, 461
146, -1197, 397
176, -1221, 467
189, -1237, 455
248, -1259, 452
351, -1244, 506
383, -1192, 527
355, -1139, 455
340, -1078, 414
340, -1078, 414
332, -990, 331
324, -929, 262
310, -875, 249
263, -809, 217
216, -725, 129
201, -678, 95
172, -660, 25
192, -586, 84
192, -586, 84
112, -648, 55
155, -519, 136
86, -530, -21
59, -524, 18
-15, -564, 64
-15, -564, 64
-97, -577, 57
-155, -577, 7
-182, -608, 19
-214, -665, 36
-257, -711, 37
-257, -711, 37
-293, -775, 109
-294, -910, 241
-319, -1028, 311
-327, -1113, 298
-337, -1197, 351
-356, -1299, 370
-381, -1439, 427
-432, -1587, 458
-460, -1622, 562
-410, -1572, 506
-332, -1485, 470
-264, -1365, 407
-209, -1254, 340
-121, -1146, 333
-54, -1055, 310
-22, -972, 267
-3, -875, 233
51, -790, 198
27, -774, 253
52, -763, 199
52, -763, 199
64, -706, 178
126, -652, 76
170, -588, 17
230, -556, -12
227, -560, -108
276, -502, -57
276, -502, -57
308, -519, -122
293, -644, 56
290, -920, 170
446, -879, 351
415, -982, 294
335, -1122, 311
282, -1207, 520
194, -1313, 448
186, -1331, 433
186, -1331, 433
212, -1302, 398
210, -1287, 439
129, -1314, 498
122, -1309, 505
-,-,-
150, -854, 161
166, -926, 155
152, -1002, 182
218, -1087, 194
218, -1087, 194
247, -1180, 305
249, -1238, 371
270, -1244, 352
267, -1227, 291
264, -1197, 188
264, -1155, 164
249, -1093, 197
230, -1023, 160
207, -927, 94
174, -849, 45
199, -707, 16
199, -707, 16
124, -733, -14
131, -717, 23
184, -590, 36
128, -633, 11
100, -606, -41
59, -624, -33
59, -624, -33
0, -677, 6
-58, -722, 14
-67, -749, 51
-76, -750, 71
-76, -750, 71
-121, -782, 47
-180, -823, 60
-210, -886, 101
-245, -950, 103
-266, -997, 186
-293, -1033, 209
-330, -1057, 150
-351, -1112, 77
-358, -1191, 80
-368, -1277, 224
-388, -1384, 298
-408, -1509, 340
-405, -1566, 345
-379, -1565, 359
-278, -1506, 358
-201, -1409, 332
-137, -1298, 299
-80, -1154, 243
-47, -1035, 166
-70, -929, 169
-70, -929, 169
-100, -842, 131
-68, -786, 153
-52, -727, 121
14, -689, 28
38, -670, 10
63, -659, 45
63, -659, 45
117, -629, -18
215, -582, -108
275, -520, -143
251, -553, -36
274, -548, -106
339, -644, -64
301, -765, 116
301, -765, 116
235, -978, 165
287, -1011, 256
241, -1103, 232
237, -1215, 157
313, -1230, 335
272, -1291, 317
194, -1366, 326
237, -1343, 423
320, -1340, 467
230, -1280, 440
154, -1288, 433
60, -1318, 499
-21, -1349, 490
-21, -1349, 490
-105, -1368, 536
-190, -1302, 547
-277, -1198, 454
-321, -1067, 336
-,-,-
45, -1023, 209
59, -1048, 269
111, -1044, 281
111, -1044, 281
138, -1034, 246
197, -1036, 237
219, -1046, 239
224, -1041, 278
234, -1041, 315
220, -1015, 258
219, -981, 194
208, -948, 167
184, -932, 209
195, -933, 258
165, -907, 213
165, -907, 213
104, -897, 240
88, -894, 281
79, -919, 317
46, -894, 323
46, -867, 341
12, -887, 430
12, -887, 430
7, -884, 314
-65, -914, 402
-141, -944, 419
-179, -943, 377
-206, -911, 343
-229, -877, 309
-257, -865, 366
-307, -1086, 235
-374, -1037, 605
-216, -791, -123
-306, -1019, 270
-337, -988, 200
-331, -1061, 235
-318, -1123, 185
-297, -1089, 104
-271, -1135, 115
-222, -1141, 100
-185, -1127, 38
-185, -1127, 38
-164, -1151, 28
-229, -1184, 85
-257, -1171, 32
-232, -1163, 25
-158, -1135, -8
-132, -1129, 4
-77, -1077, -40
-42, -1001, -16
-58, -984, -30
-14, -970, -12
-30, -961, 23
-30, -961, 23
-38, -940, 28
-21, -950, 78
-3, -931, 106
41, -903, 150
55, -886, 127
55, -886, 127
89, -881, 180
103, -915, 240
114, -931, 300
201, -950, 300
260, -961, 345
256, -943, 269
273, -913, 173
273, -913, 173
315, -924, 162
341, -965, 124
317, -990, 136
333, -995, 91
329, -996, -15
336, -1012, 27
286, -1027, 44
286, -1027, 44
238, -1048, 90
201, -1067, 5
147, -1066, -80
116, -1061, -196
87, -1037, -243
101, -1037, -232
83, -1038, -168
106, -1075, -87
57, -1103, -179
-7, -1054, -277
-21, -968, -193
-26, -973, -129
-30, -1034, -112
-76, -1066, 52
-76, -1066, 52
-123, -1063, 185
-179, -1020, 300
-157, -1060, 340
-112, -1095, 404
-107, -1097, 539
-165, -1131, 536
-,-,-
50, -960, 115
15, -991, 86
4, -1034, 76
38, -1067, 68
38, -1067, 68
47, -1083, 48
32, -1054, 115
-34, -1028, 102
116, -1037, 111
163, -1022, 118
116, -1118, 216
229, -1060, 340
236, -1002, 268
204, -986, 332
206, -975, 235
206, -975, 235
192, -971, 304
226, -995, 390
221, -977, 356
177, -922, 271
128, -886, 264
141, -880, 243
142, -910, 334
141, -896, 338
141, -896, 338
103, -889, 355
66, -927, 420
72, -894, 379
63, -864, 370
46, -875, 347
46, -875, 347
-16, -865, 335
-81, -880, 337
-130, -877, 356
-177, -895, 390
-218, -868, 328
-287, -880, 310
-378, -933, 255
-416, -987, 301
-405, -1037, 345
-381, -997, 265
-371, -1005, 185
-398, -1064, 182
-392, -1114, 208
-368, -1141, 166
-385, -1177, 141
-356, -1217, 135
-328, -1257, 133
-279, -1271, 85
-222, -1264, 92
-177, -1215, 140
-149, -1167, 121
-103, -1116, 93
-103, -1116, 93
-70, -1069, 93
-31, -1041, 125
-24, -1019, 185
-45, -991, 204
-32, -956, 222
-12, -905, 226
13, -851, 244
57, -814, 221
120, -778, 264
120, -778, 264
146, -757, 291
189, -779, 408
219, -808, 457
298, -827, 332
334, -796, 268
350, -815, 297
399, -871, 350
399, -871, 350
264, -962, 340
285, -1015, 279
319, -1002, 292
318, -1005, 305
263, -1080, 171
294, -1091, 263
227, -1075, 178
210, -1082, -52
155, -1151, -108
96, -1141, -57
72, -1095, -95
59, -1057, -160
32, -1036, -148
32, -1036, -148
6, -1063, -154
-21, -1062, -118
-27, -1080, -105
-37, -1117, 35
-,-,-
127, -991, 183
76, -979, 364
76, -979, 364
121, -1007, 297
156, -998, 279
162, -990, 227
173, -1035, 193
206, -1049, 140
180, -1092, 181
158, -1108, 267
161, -1098, 325
206, -1087, 222
214, -1079, 159
214, -1079, 159
234, -1027, 189
235, -959, 154
257, -955, 216
250, -936, 263
269, -890, 254
242, -895, 351
236, -826, 293
211, -795, 308
194, -793, 357
194, -793, 357
144, -808, 402
108, -804, 447
77, -808, 446
26, -814, 476
-37, -868, 550
-41, -842, 495
-63, -812, 430
-63, -812, 430
-112, -873, 492
-186, -895, 495
-259, -904, 516
-282, -923, 437
-307, -922, 370
-354, -1016, 366
-351, -1023, 322
-351, -1038, 288
-362, -1055, 266
-355, -1080, 166
-352, -1105, 43
-376, -1163, 56
-344, -1205, 87
-291, -1218, 5
-228, -1195, -90
-162, -1179, -66
-115, -1205, 0
-92, -1219, 138
-24, -1127, 73
-24, -1127, 73
16, -1015, 57
40, -980, 70
37, -938, 175
37, -917, 232
31, -929, 314
31, -929, 314
97, -878, 301
151, -824, 294
239, -794, 334
309, -796, 373
310, -776, 386
318, -823, 280
419, -823, 291
419, -889, 291
450, -941, 293
403, -991, 155
398, -1009, 143
403, -1042, 144
331, -1097, -44
312, -1080, -28
278, -1045, -94
228, -1088, -186
150, -1079, -158
115, -1115, -214
143, -1140, -302
117, -1007, -44
52, -1064, -171
17, -1069, -177
-10, -1058, -246
-85, -1018, -295
-61, -1045, -137
-87, -1043, -165
-107, -1070, -94
-,-,-
135, -393, 958
149, -398, 981
177, -451, 1008
174, -511, 1051
186, -543, 1060
229, -587, 1142
282, -645, 1192
296, -607, 1155
314, -562, 1113
347, -524, 1160
403, -425, 1224
484, -360, 1158
517, -304, 1060
517, -263, 956
517, -263, 956
508, -244, 871
502, -233, 835
509, -237, 790
504, -259, 719
472, -274, 654
455, -292, 618
426, -296, 589
426, -296, 589
382, -297, 561
333, -313, 551
260, -313, 541
173, -335, 533
61, -340, 508
6, -317, 530
-36, -294, 513
-36, -294, 513
-101, -273, 509
-241, -332, 510
-345, -372, 472
-368, -352, 492
-404, -354, 574
-537, -432, 627
-617, -516, 736
-696, -612, 843
-706, -649, 1037
-706, -678, 1143
-736, -771, 1188
-730, -839, 1215
-706, -820, 1270
-625, -765, 1224
-537, -678, 1113
-441, -566, 1050
-306, -460, 1031
-242, -402, 831
-118, -323, 726
30, -281, 605
133, -188, 683
133, -188, 683
229, -143, 693
322, -149, 624
391, -136, 673
451, -63, 689
518, -25, 814
592, -31, 944
592, -31, 944
612, -6, 924
644, -13, 911
629, 7, 1011
615, 65, 1145
615, 65, 1145
661, 88, 1152
692, 127, 1302
647, 214, 1306
597, 339, 1219
435, 315, 1266
352, 316, 1243
278, 340, 1172
278, 340, 1172
200, 400, 1137
101, 431, 1115
12, 442, 1167
-28, 361, 1146
-35, 344, 1192
